,语料ID,产品名称,内容,年份,sn_ner,hb_ner
600,餐饮评论-2778,螺香汇·柳州螺蛳粉（官渡二路油校店）,"特别好，看见有团购套餐，所以立马买了一张，菜品特别好吃，吃完之后感觉太好吃了，口味非常正宗，特别地道，一碗吃不饱，不行，还得再来一张，又买了一张团购，总之，非常好，非常赞。
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),{'立马'}
601,餐饮评论-2779,螺香汇·柳州螺蛳粉（官渡二路油校店）,"好吃的螺蛳粉。商家服务态度很好的呀。值得下次光临
豪华螺蛳粉套餐，建议单人使用",2020,set(),set()
602,餐饮评论-2780,优乐堡（开发区店）,"此次用餐总体来说不错，觉得比较认可的地方有：配菜合理、口味不错、菜品丰富、服务到位、环境优美、份量充足。
超值汉堡单人餐，提供免费WiFi",2020,set(),set()
603,餐饮评论-2781,十七门重庆老火锅（电白万达店）,"味道一般，最重要的是收银台的账单比我手上的账单多了一个38块钱汤底的价钱，所以大家结账的时候一定要看清楚账单，因为我没有拍到2个账单的价钱，至于为什么会多了38块钱，我就不说了
100元代金券1张，可叠加2张",2020,set(),set()
604,餐饮评论-2782,Hello炸鸡（方兴店）,"满分的好吃()嘿你不要试一下吗#套餐：韩式炸鸡 7 选 1
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
605,餐饮评论-2783,Hello炸鸡（方兴店）,"原味我超喜欢#套餐：杰伦同款奶茶 2 选 1
杰伦同款奶茶2选1",2020,set(),set()
606,餐饮评论-2784,Hello炸鸡（方兴店）,"#套餐：韩式炸鸡 7 选 1一句好吃就完事了
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
607,餐饮评论-2785,果之度（为民店）,"很满意的一次就餐体验，榴莲千层蛋糕很好吃，下次再光临。
榴莲千层切件蛋糕1件",2020,set(),set()
608,餐饮评论-2786,相聚时光（光明店）,"很满意的一次就餐体验，整体评价的话我觉得：口味不错、菜品丰富、环境优美、份量充足、配菜合理、服务到位。
双人下午茶套餐，提供免费WiFi",2020,set(),set()
609,餐饮评论-2787,元晟坊蛋糕（南香公园店）,"好好好
奶茶5选2，提供免费WiFi",2020,set(),{'WiFi'}
610,餐饮评论-2788,十七门重庆老火锅（电白万达店）,"这次就餐整体感觉很赞，比较满意的方面有：配菜合理、口味好、环境优美。
100元代金券1张，可叠加2张",2020,set(),set()
611,餐饮评论-2789,菠斯蒂蛋糕,"此次用餐总体来说不错，觉得比较认可的地方有：配菜合理。
榴莲千层1份，提供免费WiFi",2020,set(),{'WiFi'}
612,餐饮评论-2790,菠斯蒂蛋糕,"不错#套餐：2 磅水果乐园 1 个挺好吃的#套餐：2 磅水果乐园 1 个
水果乐园1个，约2磅，圆",2020,set(),set()
613,餐饮评论-2791,菠斯蒂蛋糕,"好吃
泡芙1个，提供免费WiFi",2020,set(),{'WiFi'}
614,餐饮评论-2792,螺香汇·柳州螺蛳粉（官渡二路油校店）,"很满意的一次就餐体验，整体评价的话我觉得：份量充足、口味不错、服务到位、菜品丰富、环境优美、配菜合理。
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
615,餐饮评论-2793,螺香汇·柳州螺蛳粉（官渡二路油校店）,"感觉这家螺蛳粉很好吃，微辣对我来说稍微有点辣了，但是螺蛳粉还是要有点辣才好吃，粉很入味，下次再来吃
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
616,餐饮评论-2794,源丰唐茶楼（电白万达广场店）,"哎呀 忘记拍照了 两个人去吃 点了十样东西都吃完了 哈哈 好大胃口 晚上十点多过去的 人也不少 第一次来这家茶楼喝茶 虽然位置有点偏感觉 但是真的吃过一次就不会有这种想法了 因为这个地方有好吃的东西 去消费也是值得的 下次有空再去吃一次
100元代金券1张，可叠加2张",2020,{'东西'},set()
617,餐饮评论-2795,Hello炸鸡（方兴店）,"快要开学了，担心回学校就吃不到了赶紧多订几次来吃吃#套餐：韩式炸鸡 7 选 1
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
618,餐饮评论-2796,爵士厚牛排自助餐馆（汇丰店）,"牛排很好吃，菜品很多，我很满意，吃的很饱，我很高兴，大家都去吃一下吧
火焰牛排1份，有赠品",2020,set(),set()
619,餐饮评论-2797,小乔紫菜卷（小乔店）,"老字号，就是店铺小了点，时候没位坐
日式鸡柳卷1份，提供免费WiFi",2020,set(),set()
620,餐饮评论-2798,小乔紫菜卷（小乔店）,"一如既往的味道，已经吃了很多年了
北海道八爪鱼1份",2020,set(),set()
621,餐饮评论-2799,元晟坊蛋糕（南香公园店）,"很满意的一次就餐体验，整体评价的话我觉得：口味不错、份量充足。
蛋挞1个，提供免费WiFi",2020,set(),{'WiFi'}
622,餐饮评论-2800,元晟坊蛋糕（南香公园店）,"东西很好吃，价格很实惠，老板娘很漂亮。
下午茶甜品3选1",2020,{'东西'},set()
623,餐饮评论-2801,十七门重庆老火锅（电白万达店）,"不好吃也很贵味道不是很好，下次不会来了！
100元代金券1张，可叠加2张",2020,set(),set()
624,餐饮评论-2802,菠斯蒂蛋糕,"老板的服务态度不怎么样，泡芙味道还行，我本来就不怎么吃泡芙的人，就买了两个，然后老板那个态度真的是。。。。一言难尽
泡芙1个，提供免费WiFi",2020,set(),set()
625,餐饮评论-2803,菠斯蒂蛋糕,"泡芙味道还行，就是老板的服务态度不怎么样
泡芙1个，提供免费WiFi",2020,set(),{'WiFi'}
626,餐饮评论-2804,Hello炸鸡（方兴店）,"到手新鲜滚热辣，马上开吃，很香，肉肉真的非常丝滑Q弹呀，图片随手拍的，实物更诱人，无论是价格还是口感上都比较给力，配上肥宅快乐水真是绝了！心动的小伙伴们可以入手了！
韩式炸鸡7选1，提供免费WiFi",2020,set(),set()
627,餐饮评论-2805,螺香汇·柳州螺蛳粉（官渡二路油校店）,"挺不错的，忘记拍照了，不过其实个人不是特别喜欢吃酸粉的，试下也无妨，店家服务挺不错
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
628,餐饮评论-2806,螺香汇·柳州螺蛳粉（官渡二路油校店）,"粉ok我感觉每次去的时候服务的都会小哥换人
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
629,餐饮评论-2807,Hello炸鸡（方兴店）,"餐厅里面真的装修很好，老板小姐姐也很热情服务态度也很好奶茶特别好喝
杰伦同款奶茶2选1",2020,set(),{'\n杰伦'}
630,餐饮评论-2808,Hello炸鸡（方兴店）,"非常迷你的小店，位置好找，老板娘漂亮又热情，味道还不错，建议大家都来尝尝吧
杰伦同款奶茶2选1",2020,set(),set()
631,餐饮评论-2809,瀛食精致料理,"味道还不错下次还会再来！
200元代金券1张，可叠加2张",2020,set(),set()
632,餐饮评论-2810,顺德火焰醉鹅坊（站北五路店）,"还可以吧。味道不是正中。量少
3-4人火锅套餐",2020,set(),set()
633,餐饮评论-2811,优悦西餐厅（维斯顿店）,"好吃，实惠
豪华2人扒餐，提供免费WiFi",2020,set(),"{'实惠', 'WiFi', '豪华'}"
634,餐饮评论-2812,大赞∙炙烧寿司（万达广场店）,"综合评价这次就餐体验，我觉得有以下不足：口味一般，希望店家能多加改进。
100元代金券1张，可叠加",2020,set(),set()
635,餐饮评论-2813,Hello炸鸡（方兴店）,"超级好吃 ！！！！#招牌香香柚子#蒜香奶酪系列#榴莲芝芝#蜂蜜黄油芝#套餐：杰伦同款奶茶 2 选 1#炸酱面专门打车过来吃 非常满意！店家人都没好祝生意兴隆！
杰伦同款奶茶2选1",2020,{'杰伦'},set()
636,餐饮评论-2814,Hello炸鸡（方兴店）,"#套餐：韩式炸鸡 7 选 1这么好吃的炸鸡，我怎能放过呢？连续吃三天！我可以！！！
韩式炸鸡7选1，提供免费WiFi",2020,set(),set()
637,餐饮评论-2815,盛香烧鹅（东方市场店）,"好()
主食3选1，有赠品",2020,set(),set()
638,餐饮评论-2816,盛香烧鹅（东方市场店）,"好()！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！。。。。。。。。。。。。。。
主食3选1，有赠品",2020,set(),set()
639,餐饮评论-2817,盛香烧鹅（东方市场店）,"好()
主食3选1，有赠品",2020,set(),set()
640,餐饮评论-2818,盛香烧鹅（东方市场店）,"好()！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！。。。。。。。。。。。。。。
主食3选1，有赠品",2020,set(),set()
641,餐饮评论-2819,盛香烧鹅（东方市场店）,"好()
主食3选1，有赠品",2020,set(),set()
642,餐饮评论-2820,优乐堡（开发区店）,"#套餐：超值汉堡单人餐 到目前为止，我最爱那里的薯条和骨肉相连了。这次是我第二次去到那里吃，挺不错的，价格划算。至于服务嘛，也还可以吧。鸡肉卷的外面那层皮，我也爱吃。总得来算，物有所值。唯一缺点就是灯光有那么一点点暗。
超值汉堡单人餐，提供免费WiFi",2020,set(),set()
643,餐饮评论-2821,爵士厚牛排自助餐馆（汇丰店）,"1、脆嫩酥香，麻辣味鲜。2、质地韧嫩，干香味浓。3、全熟的牛排虽不带血丝，却异常鲜嫩，咬劲十足。4、牛排创新吃法，口味与众不同，极具中国风味。5、口感除了香嫩之外,有因骨头带筋,在咀嚼时有多了一份咀劲.6、肉质松软,肉筋及肥肉非常少,较易消化.此牛肉细嫩
火焰牛排1份，有赠品",2020,set(),set()
644,餐饮评论-2822,小乔紫菜卷（小乔店）,"虽然没有旺角亭的味道好吃，不过比较便宜，还好了
日式鸡柳卷1份，提供免费WiFi",2020,"{'角亭', '旺'}","{'旺角亭', 'WiFi'}"
645,餐饮评论-2823,小乔紫菜卷（小乔店）,"多次来吃，还好吧！不贵，自己懒得做
日式蟹肉卷1份，提供免费WiFi",2020,set(),{'WiFi'}
646,餐饮评论-2824,爵士厚牛排自助餐馆（汇丰店）,"自助餐的首选，实惠平价，带孩子去也是超方便
全部菜品2选1，有赠品",2020,set(),set()
647,餐饮评论-2825,大赞∙炙烧寿司（万达广场店）,"很满意的一次就餐体验，整体评价的话我觉得：口味不错、份量充足、环境优美、服务到位。
工作日午市双人餐",2020,set(),set()
648,餐饮评论-2826,十七门重庆老火锅（电白万达店）,"没什么特别的，水晶牛肉很难吃，其他还行吧，
100元代金券1张，可叠加2张",2020,set(),set()
649,餐饮评论-2827,十七门重庆老火锅（电白万达店）,"七夕有优惠 比平常时间更优惠 服务超好
100元代金券1张，可叠加2张",2020,set(),set()
650,餐饮评论-2828,螺香汇·柳州螺蛳粉（官渡二路油校店）,"很满意的一次就餐体验，整体评价的话我觉得：配菜合理、口味不错、份量充足、环境优美、菜品丰富、服务到位。
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
651,餐饮评论-2829,螺香汇·柳州螺蛳粉（官渡二路油校店）,"这次就餐整体感觉很赞，比较满意的方面有：口味不错。
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
652,餐饮评论-2830,Hello炸鸡（方兴店）,"姐妹们！蜂蜜芥末给我冲！
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
653,餐饮评论-2831,Hello炸鸡（方兴店）,"奶茶还不错，下次再试试抹茶味的，老板可温柔了快去打卡吧
杰伦同款奶茶2选1",2020,set(),set()
654,餐饮评论-2832,Hello炸鸡（方兴店）,"味道还行，但服务态度是真的很好。小姐姐人很nice ，笑容也很治愈。
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
655,餐饮评论-2833,盛香烧鹅（东方市场店）,"好赞哦！物美价廉，看得出来食材都是新鲜的，味道也不错，光盘了！
主食3选1，有赠品",2020,set(),set()
656,餐饮评论-2834,优悦西餐厅（维斯顿店）,"多次去的 环境幽雅 舒服
【可自提】50元面值代金券1张",2020,set(),set()
657,餐饮评论-2835,优悦西餐厅（维斯顿店）,"菜品味道不错，价钱优惠，会继续关顾的
100元面值代金券1张，可叠加",2020,set(),set()
658,餐饮评论-2836,优悦西餐厅（维斯顿店）,"还不错。
豪华2人扒餐，提供免费WiFi",2020,set(),"{'WiFi', '豪华'}"
659,餐饮评论-2837,爵士厚牛排自助餐馆（汇丰店）,"还可以，就是去迟了就会没多少菜吃了，很难想象，牛排没有之前的好吃了，那个胡萝卜很硬，很多人，很热闹啊
全部菜品2选1，有赠品",2020,set(),set()
660,餐饮评论-2838,元晟坊蛋糕（南香公园店）,"味道很不错！喜欢吃，还有活动就好
蛋挞1个，提供免费WiFi",2020,set(),set()
661,餐饮评论-2839,菠斯蒂蛋糕,"都挺好吃的
泡芙1个，提供免费WiFi",2020,set(),{'WiFi'}
662,餐饮评论-2840,菠斯蒂蛋糕,"都挺好吃的
两种口味雪莓娘1份",2020,set(),set()
663,餐饮评论-2841,Hello炸鸡（方兴店）,"灰常喜欢，老板娘也太可爱吧！炸鸡太好吃了（太好吃了^^，吃的太快了没图片）
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
664,餐饮评论-2842,Hello炸鸡（方兴店）,"味道一般般吧。老板人还可以，做的速度太慢
韩式炸鸡7选1，提供免费WiFi",2020,set(),{'WiFi'}
665,餐饮评论-2843,Hello炸鸡（方兴店）,"奶茶太甜了，甜到腻，希望商家改良一下
杰伦同款奶茶2选1",2020,set(),{'\n杰伦'}
666,餐饮评论-2844,果之度（迎宾三路店）,"好评
榴莲千层蛋糕1个，约2磅，圆形",2020,set(),set()
667,餐饮评论-2845,元晟坊蛋糕（南香公园店）,"很满意的一次就餐体验，整体评价的话我觉得：份量充足、环境优美、口味不错、菜品丰富、配菜合理、服务到位。
咸奶油爆浆蛋糕10英寸1个，约10英寸，圆",2020,set(),set()
668,餐饮评论-2846,大赞∙炙烧寿司（万达广场店）,"这次就餐整体感觉很赞，比较满意的方面有：配菜合理、菜品丰富、环境优美、口味好、份量充足、服务到位。
100元代金券1张，可叠加",2020,set(),set()
669,餐饮评论-2847,螺香汇·柳州螺蛳粉（官渡二路油校店）,"#套餐：原味螺蛳粉（粗粉/米线/面条 三选一）#套餐：原味螺蛳粉（粗粉/米线/面条 三选一）#套餐：原味螺蛳粉（粗粉/米线/面条 三选一）#套餐：原味螺蛳粉（粗粉/米线/面条 三选一）太好吃了 非常棒 喜欢这种酸爽
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
670,餐饮评论-2848,螺香汇·柳州螺蛳粉（官渡二路油校店）,"这次就餐整体感觉很赞，比较满意的方面有：配菜合理、口味不错、份量充足、菜品丰富、服务到位、环境优美。
原味螺蛳粉（粗粉/米线/面条 三选一）1份",2020,set(),set()
