,语料ID,产品名称,内容,年份,sn_ner,hb_ner
396,景区评论-1397,鼎龙湾欢乐海岸,鼎龙湾位于湛江吴川市，是由碧桂园倾力打造的集房地产、旅游度假、休闲娱乐于一体的国际海滨度假区。现已基本建成。鼎龙湾离高州只有一个半钟车程，4月22日某个平常的周六下午，坐着觉闷即刻出发，三点到达鼎龙湾酒店。,2019,"{'龙湾', '鼎龙湾酒店', '鼎龙湾', '碧桂园', '鼎'}","{'鼎龙湾酒店', '鼎龙湾'}"
397,景区评论-1398,海滨公园,挺喜欢的，特别的漂亮，城市里有海,2019,set(),set()
398,景区评论-1399,鼎龙湾高尔夫度假村,湛江鼎龙湾度假村是新开发的，所以现人还不多，环境得漂亮，有得长很漂亮的沙滩，水上乐乐园！,2019,{'湛江鼎龙湾度假村'},{'湛江鼎龙湾度假村'}
399,景区评论-1400,晏镜岭,值得一去 不错景色美 有山 有水 还有海鲜,2019,set(),set()
400,景区评论-1401,蓝袍湾,现在地网再也看不见了，因为破坏生态平衡，被禁止了。来玩玩水吹吹海风露露营还是可以的。 【性价比】,2019,set(),set()
401,景区评论-1402,广垦（茂名）国家热带农业公园,环境不错，如果有点水果采摘就更好了。,2019,set(),set()
402,景区评论-1403,广垦（茂名）国家热带农业公园,里面空气不错但没有什么玩的在里边散歨一样如果有钱又时间离这不远的我都是支持去的但如果是在里面玩的不可能了,2019,set(),set()
403,景区评论-1404,放鸡岛生态旅游国际度假区,放鸡岛的水是一流的，值得点赞！坐在山边的凉亭里，吹着海风，看着远处无边的大海，近处清澈的海水与沙滩……太舒服了，不想走了!,2019,{'放鸡岛'},{'鸡岛'}
404,景区评论-1405,冼太庙,冼太庙历史悠久，参观的游客络绎不绝！,2019,"{'冼', '太庙'}",{'冼太庙'}
405,景区评论-1406,阳西咸水矿温泉,很好，很干净，还有按摩池，很舒服，环境很不错,2019,set(),set()
406,景区评论-1407,中国南极长城站,是贫穷限制了你的想象力，总有一天你会以流浪的名义，奔向远方，饱尝颠沛流离。而你所神往的励志，就在你通往未知和远方的路上。 风雪中，我踏上了第七大洲南极洲的大陆，破冰船经过一个晚上的航行，从乔治王岛穿越盖尔谢海峡，乘坐橡皮艇在Portal piont 登陆，雪下得很大，要沿着探险队员的路行走，不然就会陷进近一米深的雪中，在制高点可以俯瞰两个海湾包围，纯净的洁白世界，呼吸着来自世界最南端的空气，南极并没有想象中寒冷，飘零的雪花，海上的浮冰，信天翁飞过海面，我热爱这纯粹的世界。,2019,"{'乔治王岛', 'Portalpiont', '盖尔谢海峡', '南极', '南极洲'}","{'乔治王岛', '盖尔谢海峡', '南极', '第七大洲', '南极洲'}"
407,景区评论-1408,高州仙人洞景区,仙人洞自然风景区风景不错，就是门票贵点。值得一看的茂名高州仙人洞自然风景区。,2019,"{'高州仙人洞自然风景区', '仙人洞自然风景区'}",{'仙人洞'}
408,景区评论-1409,乐天温泉度假村,差评，差评，差评，特别是水汇，程序复杂，服务差，就几个几平方的池，还什么无边际游泳池，进去又办手续，出来又办手续，多人还要等半个小时，床又差，硬硬的，自助吃的更差,2019,set(),set()
409,景区评论-1410,茂名森林公园,茂名坐拥5.3公里生态海岸线，不仅是夏日出游的绝佳目的地，更是不可多得的恋爱宝地，甜蜜七夕是时候安排上了！ 这里堪称国内私藏的“小巴厘岛”，人少景美，好玩的地方多到爆炸，阳光、白沙、椰树、大海....美照称霸朋友圈。 沙滩贴心备有巴厘岛式的草伞与躺椅、秋千，身后便是高耸的椰林，在躺椅上悠然闲坐，赏壮丽海景，共享幸福时光。 巨大的Love地标，强烈安利同心桥与灯光长廊，与爱人携手走过，诉说彼此间的甜蜜悄悄话，嘻嘻，身为单身汪的我真的一点都不羡慕，一点都不！ 走过同心桥，还有同心池，浪漫从来也不嫌少，使劲拍照留念就对了，幸福得冒泡泡！洁白沙滩，浪漫海岸，巴厘情调，如此美醉人的温德姆酒店，叫人如何不心生欢喜？,2019,"{'同心桥', '温德姆酒店', '同心池', '巴厘岛', '灯光长廊', '安利同心桥'}","{'小巴厘岛', '巴厘岛', '温德姆酒店'}"
410,景区评论-1411,闸坡,不错，人还挺多的，虽然太阳很厉害，最后像是下饺子似的。,2019,set(),set()
411,景区评论-1412,乐天温泉度假村,整体感觉很好，主要是温泉还有自助餐，还有其他体验，挺好的。。。就是更衣室里的保险柜太麻烦了。总要叫服务员才能开门，真心烦。希望改进,2019,set(),set()
412,景区评论-1413,高州仙人洞景区,风景不错，山清水秀！不会觉得很热！沿途在地方休息，清凉。要记得自带水、干粮。我们网上买了50的门票，进后再买了30元的滑梯，又买了80元的空中漂流。爽歪歪,2019,set(),set()
413,景区评论-1414,金沙湾海滨浴场,不错的休闲集合地！适合家庭天伦之乐，周末休闲度假！,2019,set(),set()
414,景区评论-1415,中国第一滩旅游度假区,东方夏威夷说的就是这里了，也称为做中国第一滩！沙质洁白细软、宽阔平缓的沙滩，沿沙滩外侧是连续不断宽达800——1000米的沿海防护林带。蓝天白云下，洁白的沙滩映衬着葱绿的林带，为国内少见。度假区曾举办过多届世界和全国女子沙滩排球赛，在国内外享有较高的声誉，社会形象良好。可以在这里享受到日光浴和海水浴。棒棒哒,2019,set(),set()
415,景区评论-1416,古郡水城,不错，小孩孑玩的还是挺开心的！为规避风险，相对刺激的项目审核严格。我们小县城能有这些项目，给假期小朋友增添不少乐趣！,2019,set(),set()
416,景区评论-1417,古郡水城,好玩，服务态度也很好就是今天下了场好大的雨,2019,set(),set()
417,景区评论-1418,南海1号一号银滩（十里银滩）,海陵岛的沙滩都比较值钱，太商业化了，一个小沙滩都要收费，沙子超级多，海浪吹来可以看到很大的灰，没有对比就没有伤害，相比之下，太失望。配套设施不齐全，不会再去，岛上宰客太严重。,2019,{'海陵岛'},{'海陵岛'}
418,景区评论-1419,广垦（茂名）国家热带农业公园,非常不错非常不错非常不错，里面挺大的，物种种类也很全，可能是地理位置不太好，人挺少的。 像这样的良心景区真应该多宣传宣传,2019,set(),set()
419,景区评论-1420,中国南极长城站,中国南极科考站位于南极著名的半月岛上，主体建筑是蓝色，分为好几个区域。有生活区，工作区，能源区，活动区等，设施设备先进齐全，大家可以在这里休整一夜，看看极光和星空，第二天继续游览。,2019,"{'南极', '半月', '极光'}","{'半月岛', '南极'}"
420,景区评论-1421,中国第一滩旅游度假区,悠闲放松的好地方，有便宜的地道海鲜，记得点墨鱼饼，生蚝炸，都很好吃，海鲜就原汁原味的即可。住的酒店都不算贵，可以选择海景房，看看浩瀚无垠的大海，晚上听海浪，早上早起也可以海边走走，享受一片寂静。,2019,set(),set()
421,景区评论-1422,放鸡岛生态旅游国际度假区,这里的风景优美，建议首先去参观地菠萝公园，哪里需要的时间长点。,2019,{'菠萝公园'},{'地菠萝公园'}
422,景区评论-1423,浮山岭风景区,南粤百景之一，是茂名著名的生态旅游和农业观光旅游景区。来茂名玩，起初或许只是对美食抱着憧憬，结果眼睛也大饱眼福，想不到这里有很多美景。,2019,set(),set()
423,景区评论-1424,月亮湾滨海度假区,月亮湾自然是看月升之地，是，这个地方可看的景点、景观很多，自然色彩很丰富，很有意境，因此，来月量湾观景赏景的游客非常多。,2019,"{'月', '量湾', '月升', '月亮湾'}",{'月亮湾'}
424,景区评论-1425,浮山岭风景区,大风车，转大运，希望大家都行大运。我们一行人下午出发，山路直上天气好的时候可以一望无际，蓝天白云，野餐户外，心情非常好，希望大家都一样,2019,set(),set()
425,景区评论-1426,海陵岛,比较了很久，最后选择了海陵岛，自驾车过去的，游玩5天，也只是玩了大概，整个海岛随便一片就是美丽的长滩，海水优质，玩的花样也多，印象比较深的是找了本地人去赶海，坐快艇游三星岛…相信有机会还会选择再次深度游！,2019,"{'三星岛', '长滩', '海陵岛'}","{'三星岛', '长滩', '海陵岛'}"
426,景区评论-1427,乐天温泉度假村,环境不错，服务态度挺好。水质比较清，卫生条件，自助餐很丰富，还有儿童乐园，宝贝玩得很开心，意犹未尽，下次还会来！,2019,set(),set()
427,景区评论-1428,金沙湾海滨浴场,这地方还不错，晚上看看城市灯光还是不错的，就是好像不怎么干净，沙子不够细…,2019,set(),set()
428,景区评论-1429,露天矿生态公园,从一个废旧矿坑治理成今天这样，难得！,2019,set(),set()
429,景区评论-1430,马尾岛,一家三口在闸坡商场门口租了个电瓶车，想悠哉悠哉过去看日落，结果一路上到处都在修路搞建设，真真是吃了几斤灰，不过远远的看见日落是真的很漂亮，只能说去的不是时候啊,2019,{'闸坡商场'},set()
430,景区评论-1431,露天矿生态公园,若干年前开釆石油而留下的矿场，政府为改造和美化环境而建造的人工生态公园，现因其环境优美还被称为茂名小九寨呢！ 每到节假日市民更是络绎不绝的举家前往休憩，可见其改造工程是极为成功的，值得其他地方学习借鉴哦。,2019,{'政府'},set()
431,景区评论-1432,海陵岛,海陵岛位于广东省阳江市江城区，全国十大海岛之一，沙滩上挖贝是当地渔民们最喜的劳作之一吧，暑假很多人会带着孩子一起去沙滩上挖贝，这鲜贝拿回家要用海水养五个小时左右，味道鲜美无比，我大多拿来下面条，一级棒的海鲜面。去当地人的市场买海鲜自助海鲜大餐是资深游客的不错之选。景区的沙滩优美，当地人挖螺的海滩建议一定要去体验一下。性价比不管是吃的住的都超赞。,2019,"{'江城区', '海陵岛'}",{'海陵岛'}
432,景区评论-1433,玉湖风景区,不值这门票啊，10块钱的价值。好坑啊,2019,set(),set()
433,景区评论-1434,月亮湾滨海度假区,好好好好好好好好好好好好好好好,2019,set(),set()
434,景区评论-1435,吴阳金海岸沙滩,免费门票，真好，早上还看到有渔民拉大网，便宜海鲜 哈哈,2019,set(),set()
435,景区评论-1436,吉兆湾,不错哟，别墅适合聚会，公寓视野一流,2019,set(),set()
436,景区评论-1437,石根山,上山有段路的台阶应该修下，都烂了，在栈道上看风景还是不错的，需要点体力爬山，就是山上没什么景点了，爬山吹风看周边,2019,set(),set()
437,景区评论-1438,茂名森林公园,茂名森林公园这里值得去。来茂名旅游的都建议到此一游。它的门票不是很贵，20块钱。但是里面有许多电动游戏项目，也有喂养小动物区，猛兽区，植物区等等。还有另交费的动物表演区和水上乐园。足够玩一整天。,2019,{'茂名森林公园'},{'茂名森林公园'}
438,景区评论-1439,乐天温泉度假村,不错，很好，全家一起去玩 可开心了,2019,set(),set()
439,景区评论-1440,广垦（茂名）国家热带农业公园,新的旅行景点，游玩少，希望开发多点游玩的。,2019,set(),set()
